,geometry,meanHeight,RegionName,quadkey
405173,"POLYGON ((-58.454241977925385 -34.554777229407634, -58.45428298072784 -34.554748959933846, -58.45433314792508 -34.554798315014864, -58.45429214512262 -34.55482658447187, -58.454241977925385 -34.554777229407634))",-1.0,Argentina,210321300
407077,"POLYGON ((-58.46620662396771 -34.56629511348427, -58.466112629390885 -34.56633066692116, -58.46611955841432 -34.56632362858231, -58.46566065372343 -34.566497209020355, -58.465565616078315 -34.566433764763616, -58.46554695832508 -34.56644082204586, -58.465512317973285 -34.56647601188199, -58.46548113817157 -34.56648780561413, -58.465420866735 -34.56644757022748, -58.465545516151295 -34.56632095437273, -58.46558597905428 -34.566347966225194, -58.46562339871823 -34.56630995621259, -58.465602824233315 -34.56627307153852, -58.46554165846888 -34.56623223902005, -58.4657190680124 -34.566052030182576, -58.46572984299812 -34.56604795391169, -58.46577666586782 -34.56600038806346, -58.46619978128924 -34.56628284821869, -58.46620662396771 -34.56629511348427))",-1.0,Argentina,210321300
409079,"POLYGON ((-58.441650308551736 -34.55537631552703, -58.441621314590805 -34.55541779640207, -58.44157900660303 -34.55539774065704, -58.44160800056394 -34.55535625977197, -58.441650308551736 -34.55537631552703))",-1.0,Argentina,210321300
409811,"POLYGON ((-58.441864288201394 -34.56121741611412, -58.44159959033257 -34.56127092046103, -58.441479748736604 -34.56086883490913, -58.44150504672277 -34.56086372131158, -58.441491691943945 -34.560818914011406, -58.44148157258553 -34.56082095890146, -58.44147319459639 -34.56079284947073, -58.44164016130505 -34.5607590996902, -58.44164512883234 -34.56077576650942, -58.44178173795761 -34.56074815304794, -58.4418922654399 -34.56111898903512, -58.441838215697075 -34.56112991432272, -58.441864288201394 -34.56121741611412))",-1.0,Argentina,210321300
410246,"POLYGON ((-58.45880669120651 -34.551424709589995, -58.458852756394215 -34.5513558642393, -58.458965912217565 -34.55140722443424, -58.45891985037768 -34.551476064739035, -58.45880669120651 -34.551424709589995))",-1.0,Argentina,210321300
410793,"POLYGON ((-58.45367974574414 -34.55323013954251, -58.45333429411473 -34.55305426966542, -58.45336969892885 -34.55300709149952, -58.45334058692529 -34.55299227219311, -58.45351932025592 -34.55275410326337, -58.4536415906709 -34.55281634451086, -58.45370453757732 -34.5527324652753, -58.45378022641748 -34.55277099874382, -58.45371968098527 -34.55285167788442, -58.45380313539549 -34.55289415996094, -58.4537659492663 -34.55294371185866, -58.4538591076777 -34.55299113365767, -58.45367974574414 -34.55323013954251))",-1.0,Argentina,210321300
412154,"POLYGON ((-58.44769300589276 -34.55149171601664, -58.44766607263306 -34.55148116650936, -58.44763762170328 -34.55146118609068, -58.44758813126901 -34.5514418011398, -58.44748858508791 -34.5515353565813, -58.44742878533224 -34.55151193358374, -58.44739664209015 -34.55148935829612, -58.44750136673439 -34.55130799200559, -58.44751955936825 -34.55129042072774, -58.44754111743585 -34.55125308555473, -58.44757144163074 -34.55122379463494, -58.44759722845655 -34.55117913588188, -58.4476663665794 -34.55111235899759, -58.44771324183552 -34.55113071967992, -58.4478433312165 -34.55122208621439, -58.44769300589276 -34.55149171601664))",-1.0,Argentina,210321300
418416,"POLYGON ((-58.44266115360314 -34.55206796596556, -58.44254202579516 -34.55219679024954, -58.44250703923577 -34.55219704435964, -58.44228725400795 -34.55205917820311, -58.44228688458312 -34.55202467580108, -58.4422598811438 -34.55200773870605, -58.44225821491156 -34.55185212087736, -58.44229186642225 -34.55181572680776, -58.44227649748188 -34.55180608707842, -58.44227535222375 -34.5516991254201, -58.44234495650791 -34.55162385522948, -58.44238002282718 -34.55162360053833, -58.44240607823743 -34.55163994308614, -58.44245829944347 -34.55163956078675, -58.44250395330046 -34.55166819591992, -58.44250551251208 -34.55181267224792, -58.44257160584227 -34.55181219220478, -58.44257108154399 -34.55176322526042, -58.4425974704387 -34.55173468567234, -58.44265755207253 -34.55173424929244, -58.44266115360314 -34.55206796596556))",-1.0,Argentina,210321300
418945,"POLYGON ((-58.46229729407788 -34.55226606456255, -58.46233220832673 -34.55221919466874, -58.46233220832673 -34.55221919466874, -58.46241028484378 -34.55211438240677, -58.46241259780031 -34.552107676742, -58.4624473000238 -34.5520610913885, -58.46252791968175 -34.55207995438792, -58.46270077737523 -34.55216729991118, -58.46274033876814 -34.55211419149224, -58.46282916588719 -34.55213497482035, -58.46291866107232 -34.55218019699375, -58.46291360675036 -34.55219485034199, -58.46286898861409 -34.55225474702677, -58.4628142185018 -34.552241932207, -58.46280038983599 -34.55228202385072, -58.4626609479443 -34.55244761037328, -58.46248380649195 -34.55234694693122, -58.4624765745254 -34.55235665531873, -58.46229729407788 -34.55226606456255))",-1.0,Argentina,210321300
420924,"POLYGON ((-58.44832399769133 -34.5656873647328, -58.4483092697052 -34.56588608808302, -58.4482012005444 -34.56606173650155, -58.44818128827266 -34.56606073577599, -58.44809100226104 -34.56602306740419, -58.44805446057506 -34.56602123093782, -58.44802546063583 -34.56606836546804, -58.44799163775274 -34.56606666564082, -58.44791148926389 -34.56619693341082, -58.44783038209859 -34.56616309929095, -58.44792045262393 -34.56601670486032, -58.44799621746401 -34.56602051255503, -58.44800250663551 -34.56593565354277, -58.44812319876448 -34.56575479786673, -58.44812338676486 -34.56575226119418, -58.44815388230603 -34.56570269562516, -58.44815722909867 -34.56565753760449, -58.44826555521686 -34.56566298174671, -58.44832399769133 -34.5656873647328))",-1.0,Argentina,210321300
421004,"POLYGON ((-58.47462594168621 -34.56303706235357, -58.47470051561296 -34.56289152365541, -58.47444733555348 -34.56270189649949, -58.47459958532501 -34.56256405327147, -58.47459440940919 -34.56256225469687, -58.47424333700495 -34.56270622310285, -58.47415344920864 -34.56255757330513, -58.47481149745472 -34.56196178980652, -58.47496002498965 -34.56201340187108, -58.47483527969639 -34.56225685758501, -58.47478876950012 -34.56217994207564, -58.4747133421688 -34.56221087361523, -58.47480491857736 -34.56227946837502, -58.47482388602184 -34.56224245114063, -58.474916134276 -34.56239500506359, -58.47485151606252 -34.56245351346615, -58.47472001117952 -34.56250743374646, -58.47471827914698 -34.56250613638196, -58.47467399228206 -34.562592567191, -58.47486961462347 -34.5625123572238, -58.47498279272774 -34.56259712576558, -58.47485375416478 -34.56284895854093, -58.4749195195311 -34.56287181121074, -58.47495386684753 -34.56285772801984, -58.47505687701597 -34.56265669256692, -58.47529821956589 -34.56274055634871, -58.47528000460201 -34.56277610481467, -58.47510715786841 -34.56293259561302, -58.47503094992084 -34.56290611429121, -58.47508723266915 -34.5629992032674, -58.47503512903938 -34.56304637640132, -58.47485973424326 -34.56311830222877, -58.47462594168621 -34.56303706235357))",-1.0,Argentina,210321300
421815,"POLYGON ((-58.46091491360379 -34.55874319759434, -58.46023000348197 -34.55836792375648, -58.46017357741915 -34.55829150131778, -58.46040084370546 -34.55801015270082, -58.46043035976016 -34.55800407739819, -58.46039295898732 -34.5579835868997, -58.46035631024336 -34.55793395599508, -58.46058519616076 -34.55781537242945, -58.46063442341143 -34.55779071792931, -58.46067937281126 -34.5577350717063, -58.46068455306229 -34.55773247727733, -58.46101408008749 -34.55791301330366, -58.46101799420337 -34.5579183139277, -58.46142891758269 -34.5581434672162, -58.46130720171212 -34.55829413171644, -58.46124667448589 -34.55832444191383, -58.46122547826953 -34.55835068211367, -58.46119172128675 -34.55835763029937, -58.46110003709074 -34.55840354820657, -58.46114266641064 -34.55846127787021, -58.46091491360379 -34.55874319759434))",-1.0,Argentina,210321300
422823,"POLYGON ((-58.44017831599567 -34.56181450430113, -58.44036223337093 -34.56171870834608, -58.44042281966276 -34.56179759311291, -58.4404917886785 -34.56176166963542, -58.44056206877702 -34.56185317591071, -58.44034366689388 -34.5619669334111, -58.44030973857045 -34.56192275804085, -58.4402752540626 -34.56194071974676, -58.44017831599567 -34.56181450430113))",-1.0,Argentina,210321300
424088,"POLYGON ((-58.47772673005625 -34.5647229944632, -58.47742358735583 -34.56457452097206, -58.4774836868955 -34.56449130954208, -58.4776966298815 -34.56459560507196, -58.4778799554337 -34.56434174974237, -58.47797017385981 -34.56438593195192, -58.47772673005625 -34.5647229944632))",-1.0,Argentina,210321300
426750,"POLYGON ((-58.45623112976151 -34.56728684105816, -58.4557661991737 -34.56785885505342, -58.45572915122786 -34.56783843642074, -58.45569992042803 -34.56787439957311, -58.45564805498177 -34.56784581142691, -58.45559793595003 -34.56790747371286, -58.4550959362839 -34.56763080097558, -58.45515172795444 -34.56756215931566, -58.4549757502117 -34.56746517041974, -58.45520813626584 -34.56717926005076, -58.45523859341364 -34.56719604811481, -58.45531120805401 -34.56710671766611, -58.45539374091211 -34.56715220528091, -58.45543270857651 -34.56710426227785, -58.45531128337635 -34.56703733227779, -58.4554848643813 -34.56682379255412, -58.45587671830293 -34.56703978418363, -58.45584148444758 -34.5670831334122, -58.45591187554467 -34.56712192916235, -58.45591807461916 -34.56711430226737, -58.45623112976151 -34.56728684105816))",-1.0,Argentina,210321300
427140,"POLYGON ((-58.44223288093681 -34.5685024489176, -58.44086583091372 -34.56731077315447, -58.44092712620279 -34.56726309322039, -58.4415076941409 -34.56735908958164, -58.44148978645588 -34.56743250227642, -58.44167655787936 -34.56759530212767, -58.44180513779774 -34.56780093115751, -58.44183042544262 -34.56779020765119, -58.44199072045228 -34.56792992867817, -58.44196504934608 -34.5680351668361, -58.44198678277762 -34.5680541121272, -58.44213862828864 -34.56798972928037, -58.4420947780313 -34.56816955493184, -58.44225016484999 -34.56810367065324, -58.44227774948994 -34.56812771649183, -58.44224893153208 -34.56824585481161, -58.44227591514239 -34.56825031647584, -58.44249576081619 -34.5680793063258, -58.44242372933241 -34.56796412742649, -58.44232856823089 -34.56803815550133, -58.44219533329545 -34.56801612542003, -58.44204658500541 -34.56788645961863, -58.44224775728942 -34.56772996257087, -58.44215529690581 -34.56771466908046, -58.44199370675123 -34.5678403649143, -58.44182232339868 -34.56769096750371, -58.44191860790013 -34.56761607074546, -58.44195560130056 -34.56746436341484, -58.44201754523723 -34.56739112824161, -58.44202505973728 -34.56736032248253, -58.44281543291321 -34.56804930300801, -58.44223288093681 -34.5685024489176))",-1.0,Argentina,210321300
427781,"POLYGON ((-58.47146860949783 -34.55454819562118, -58.47125876266914 -34.55484696732968, -58.47109596977105 -34.55476942082615, -58.47098552492418 -34.55492666759574, -58.47091064335538 -34.55489099775458, -58.47090397024373 -34.55488119194941, -58.47079105030084 -34.55482740249053, -58.47075739314993 -34.55477793875734, -58.47062077771872 -34.55497244605061, -58.47054718431881 -34.55500641627714, -58.47049897925359 -34.55507505678584, -58.47035082040634 -34.55514344583106, -58.47034375488231 -34.55514008017758, -58.47016621975104 -34.55522202903096, -58.46993935203129 -34.55511394783461, -58.47038998943386 -34.55447234866028, -58.47057825983829 -34.55438545455385, -58.4706054956244 -34.55434667245979, -58.47086789175286 -34.5544716807518, -58.47091904360388 -34.55439885251702, -58.4708855609361 -34.5543829010163, -58.47088111275881 -34.55437636378522, -58.47068020134025 -34.55428064736678, -58.4707060265015 -34.5542438783197, -58.47077852753849 -34.554210412014, -58.47145952520543 -34.55453484665068, -58.47146860949783 -34.55454819562118))",-1.0,Argentina,210321300
432974,"POLYGON ((-58.44336955981856 -34.56655200530633, -58.4434725734382 -34.56646103947696, -58.44357586699599 -34.56654035957961, -58.44347285337635 -34.56663132532219, -58.44336955981856 -34.56655200530633))",-1.0,Argentina,210321300
433069,"POLYGON ((-58.47389175522426 -34.55324750183472, -58.47397163602933 -34.55315697747169, -58.47403746561849 -34.55315532681982, -58.47405137975749 -34.55313955870884, -58.47404991281211 -34.55309987494616, -58.47415031267085 -34.55298608633335, -58.47414854479221 -34.55293826164288, -58.47422357709676 -34.55293638023151, -58.47422170065146 -34.55288561856254, -58.47429571056526 -34.55288376278611, -58.4744064727994 -34.55295005475095, -58.47441276600476 -34.55312029852684, -58.47450123896513 -34.5530200273485, -58.47468126320305 -34.55312777289936, -58.47468272448249 -34.55316730337339, -58.47470991168939 -34.55318357662175, -58.47457817897971 -34.55333286169217, -58.47450522756687 -34.55333469512226, -58.47447189728091 -34.5533724700045, -58.47452734956981 -34.55340566159184, -58.47430584282797 -34.55365668156365, -58.47422613772719 -34.5536586801266, -58.47422997220232 -34.55376240949683, -58.47417354385407 -34.55376382440581, -58.47371206922436 -34.55348760439387, -58.47376827809855 -34.55342390627487, -58.4738626598087 -34.55342153425666, -58.47390001643491 -34.55337919614513, -58.47389654665855 -34.55337711927145, -58.47389175522426 -34.55324750183472))",-1.0,Argentina,210321300
437432,"POLYGON ((-58.44165133177719 -34.56255720175385, -58.44195476452791 -34.56250931757727, -58.44198222547811 -34.56254474276388, -58.44211768977006 -34.56252336538786, -58.44218066760473 -34.56249025788358, -58.44252284084047 -34.56243627981696, -58.44256198426763 -34.56241570206213, -58.44265048764138 -34.56240173548301, -58.44267304672898 -34.5624986809549, -58.44258701185194 -34.56254390955922, -58.44259708712268 -34.56258720698945, -58.44244314688858 -34.56266813339124, -58.44245825487641 -34.56273308201663, -58.44236479316335 -34.56278221477498, -58.44235513881571 -34.56276976050665, -58.44210320450065 -34.56280950316464, -58.44213200306367 -34.56293330676181, -58.44203363405431 -34.56298501915717, -58.44202903962576 -34.56298574419178, -58.44207477706827 -34.56304474608034, -58.44208569047893 -34.56309166218153, -58.4419578102249 -34.56311184259643, -58.44170429467333 -34.56278480401427, -58.44165133177719 -34.56255720175385))",-1.0,Argentina,210321300
438711,"POLYGON ((-58.46511389268395 -34.55535077493695, -58.46509476119943 -34.5553971926051, -58.46485816447018 -34.5556848950222, -58.46484887157791 -34.55570744176809, -58.46479034438131 -34.55569107996102, -58.46480184950083 -34.55572571375791, -58.46438995278526 -34.55621674354015, -58.46418707467127 -34.55626244380734, -58.4640619407644 -34.55622746172159, -58.46403956617259 -34.55616010800611, -58.46410500985982 -34.55608053703958, -58.46411332311381 -34.55606036721773, -58.46401734452147 -34.55608198737232, -58.46396374535727 -34.55605209030119, -58.46387769483456 -34.55607147405931, -58.46381258041328 -34.55603515013512, -58.46382620678821 -34.55600208946764, -58.46389498538783 -34.55591846352279, -58.46396360646545 -34.55590300194153, -58.46397126607394 -34.55588441797109, -58.46426160464429 -34.55553140248273, -58.464272382369 -34.55550525312776, -58.46441831078235 -34.55532782175695, -58.46448086491478 -34.55531372706926, -58.46463486063794 -34.55512648637954, -58.46476340441316 -34.55519819498512, -58.46478157972756 -34.55525290834984, -58.46475292257684 -34.5552877556547, -58.46475975454148 -34.55530832198104, -58.46487176133857 -34.55528308461876, -58.46511389268395 -34.55535077493695))",-1.0,Argentina,210321300
439057,"POLYGON ((-58.47757437112606 -34.55886382520869, -58.47754551917576 -34.55892119169272, -58.47742646825905 -34.55888058264587, -58.47745532315506 -34.55882321027684, -58.47757437112606 -34.55886382520869))",-1.0,Argentina,210321300
439671,"POLYGON ((-58.46623702807678 -34.56761495400542, -58.46606539559113 -34.56751979620367, -58.46609328013503 -34.56748569604596, -58.46603976206307 -34.56745602102637, -58.46616845562986 -34.56729864073861, -58.46614549802919 -34.56728591236711, -58.46627899626392 -34.56712263910613, -58.46652710766041 -34.56726021385469, -58.46623702807678 -34.56761495400542))",-1.0,Argentina,210321300
440563,"POLYGON ((-58.4493634595693 -34.56653004587709, -58.44928392788924 -34.56643345760074, -58.44933874357638 -34.56637777236163, -58.44910307890917 -34.56609159505092, -58.44911257033159 -34.56598232500659, -58.44948185172552 -34.56577611248385, -58.44948237305118 -34.56577011070078, -58.44955655941332 -34.56572868808352, -58.44966446011071 -34.56585973056292, -58.44974299858917 -34.56591215631406, -58.44977347896582 -34.56591395166642, -58.44979970595416 -34.56594580358265, -58.44978119344955 -34.56615892883755, -58.44953743644043 -34.56629504600568, -58.4495330190944 -34.5663459503572, -58.44955115856526 -34.56634701880111, -58.44984579847672 -34.56618248801574, -58.44997060870587 -34.56633405017401, -58.44993966729517 -34.56636548514959, -58.44996262260005 -34.56636683725351, -58.44999669334615 -34.56634781172386, -58.45006904591589 -34.56639610382503, -58.45006052221618 -34.56649423247534, -58.44989085324343 -34.56658896775775, -58.4498330109214 -34.56651872771361, -58.44960518326911 -34.56664594917258, -58.44955629209947 -34.56658657888424, -58.44956179659344 -34.56652320876681, -58.44961211422211 -34.56647208858254, -58.44958252269704 -34.56647034559693, -58.44954720349367 -34.56642745171715, -58.4493634595693 -34.56653004587709))",-1.0,Argentina,210321300
442520,"POLYGON ((-58.46967851062674 -34.55974084712567, -58.46955732843389 -34.55999290807014, -58.46950863510864 -34.55997703119449, -58.46944896205914 -34.56010115185717, -58.46927505732612 -34.56004444878968, -58.46933289428181 -34.55992414714513, -58.46933985047112 -34.55992641527185, -58.46938024453541 -34.55984239497472, -58.4693895194545 -34.55984541914667, -58.46945102859784 -34.55971747899041, -58.46952059049104 -34.55974016031116, -58.46954170557009 -34.55969624052263, -58.46967851062674 -34.55974084712567))",-1.0,Argentina,210321300
442834,"POLYGON ((-58.4739311753108 -34.56328082856004, -58.47391857395687 -34.56329871607986, -58.47370992133337 -34.56342904017295, -58.47369193878359 -34.56345456928993, -58.47366440155926 -34.56347176738828, -58.47360133975167 -34.56344164011283, -58.4735403696251 -34.56347972191149, -58.47356361553022 -34.56350496086759, -58.47359132108535 -34.56348765604994, -58.47371450640314 -34.56354650681001, -58.47368827975826 -34.56358373519673, -58.47377747343427 -34.56362634154709, -58.47370125287178 -34.56373454856421, -58.47366064680276 -34.56371514940125, -58.47360563371985 -34.56365541976045, -58.47359025955201 -34.56366502240672, -58.4735185598914 -34.5636307726771, -58.47344983100396 -34.5635561512221, -58.47339695895876 -34.5635891749336, -58.47330902798492 -34.56354716666867, -58.47350479453151 -34.56326927803723, -58.47348113508784 -34.5632435900139, -58.47356068484729 -34.5631306560108, -58.47361286327369 -34.56315558393169, -58.47364833588423 -34.56310522467643, -58.47386457701162 -34.56320852005901, -58.4739311753108 -34.56328082856004))",-1.0,Argentina,210321300
443529,"POLYGON ((-58.45641990058618 -34.55961502955564, -58.45640787667636 -34.55964263571654, -58.45620867279287 -34.5598164560177, -58.45617113150082 -34.55982661511442, -58.45615977911199 -34.55985268452487, -58.4561206759196 -34.55986326853868, -58.45617315581585 -34.55990406157983, -58.45622164451856 -34.55991838212336, -58.45615309606403 -34.55997819118909, -58.45611111112623 -34.55998955518425, -58.45605582843408 -34.55997322813303, -58.45594665514623 -34.56006848966599, -58.45587529258021 -34.5600878011211, -58.45580195145908 -34.56003997740773, -58.45589013246088 -34.5598374804685, -58.45588628492914 -34.55982783774483, -58.45590008601462 -34.55979614518334, -58.45598031182507 -34.55977443516532, -58.45595836496683 -34.55971943166612, -58.45594102664364 -34.55970595442179, -58.45601724147515 -34.5596394512303, -58.45607428658811 -34.55962401085657, -58.45608346061788 -34.55960294373125, -58.45611891629983 -34.55959334899831, -58.45618742200174 -34.55961358534044, -58.45621881384035 -34.55958619559962, -58.45627128022243 -34.55957199756389, -58.45628828999672 -34.55953293650585, -58.45631825024894 -34.55954178666548, -58.4563292433314 -34.55956933186697, -58.45641134158488 -34.55959358340719, -58.45641990058618 -34.55961502955564))",-1.0,Argentina,210321300
443830,"POLYGON ((-58.45723376256949 -34.56776573222135, -58.45661585089132 -34.56739707696563, -58.45662743821521 -34.56732801327429, -58.45645540802699 -34.56722536722626, -58.45668116672765 -34.5671925400554, -58.45675925519802 -34.56672687277504, -58.45675589734454 -34.56671122006502, -58.45715965511729 -34.56665250999373, -58.4572498173211 -34.5667063026829, -58.45716825275098 -34.56679899682986, -58.45723764407239 -34.56684039709883, -58.45722410009133 -34.56692112348193, -58.45713458432503 -34.56697506127732, -58.45712637450563 -34.56702399431096, -58.45716080150088 -34.56701898833157, -58.45718297435058 -34.56703221834827, -58.45726198007047 -34.56694243246288, -58.45736813243759 -34.56692699698522, -58.45737785188883 -34.56697230430184, -58.45719845122616 -34.56717618359723, -58.4573690532179 -34.56727797753736, -58.45738562047026 -34.56725914978168, -58.45745843587807 -34.56730259688561, -58.45747584489226 -34.56730006547467, -58.45746848861339 -34.56734393319847, -58.45748744363531 -34.56738314102027, -58.45750370263387 -34.56745893207064, -58.45723376256949 -34.56776573222135))",-1.0,Argentina,210321300
444350,"POLYGON ((-58.46948367257452 -34.558259068480396, -58.46962428516329 -34.55834151863522, -58.46940912701404 -34.55859038660256, -58.46941154112117 -34.55856587719782, -58.469222315353434 -34.558784749287156, -58.46908777280955 -34.55877575362068, -58.468615437666834 -34.55849879443639, -58.468891688042824 -34.558179230741246, -58.46885972258942 -34.5581604873219, -58.46882411650514 -34.55815810869346, -58.468567766626755 -34.55845465180667, -58.46852810228906 -34.55845200208003, -58.46838940286895 -34.55837067384692, -58.468827883904154 -34.557863491841545, -58.469064714300465 -34.55800236126464, -58.469057195686815 -34.55807869504979, -58.46905038686173 -34.55807824019267, -58.469041080365976 -34.55817264415387, -58.46913236378634 -34.55822616426539, -58.469129224109984 -34.55825801271588, -58.469243804511365 -34.55826566713435, -58.46923457925103 -34.55835924684291, -58.46938564902482 -34.558369347589164, -58.469453619078365 -34.558290728225856, -58.46950872219799 -34.558294409328184, -58.469471822727236 -34.55827277493077, -58.46948367257452 -34.558259068480396))",-1.0,Argentina,210321300
445533,"POLYGON ((-58.47114262990865 -34.55838926354679, -58.47131097405445 -34.55819336910471, -58.47135129153438 -34.55821686576908, -58.47138365270457 -34.55817920477746, -58.4714152612063 -34.55819762775329, -58.47143182784114 -34.55818730444358, -58.47139225021145 -34.55814422741619, -58.47144903101873 -34.55807814748992, -58.47151872999604 -34.55811877149594, -58.47153443313201 -34.55810049662215, -58.47154952399267 -34.55810929145048, -58.47149219008367 -34.55819074239788, -58.47154164436196 -34.55821956390605, -58.47156102810915 -34.55820748403067, -58.47177335993583 -34.55833124125076, -58.47173668389349 -34.55837392368625, -58.47168664360208 -34.55834475782468, -58.47161255624695 -34.55843097834385, -58.4716768958877 -34.558468474797, -58.47171381851606 -34.55847987879758, -58.47176668400281 -34.55851069126699, -58.47166070095788 -34.558653421958, -58.47153560890399 -34.55858051979608, -58.47150065928391 -34.55854248016136, -58.471447037978 -34.55851123026787, -58.47140730859491 -34.55855746598512, -58.47117019361926 -34.55841926431543, -58.47114262990865 -34.55838926354679))",-1.0,Argentina,210321300
447086,"POLYGON ((-58.44666550519593 -34.5612498685866, -58.446596242775954 -34.561141537626455, -58.44659492785838 -34.561110531726456, -58.44665922245368 -34.56110868254906, -58.44665815023207 -34.561083399437734, -58.44670029067251 -34.56106512711003, -58.44669920162603 -34.561039447252625, -58.44666932466093 -34.56103065973929, -58.446668126259134 -34.56100240125721, -58.446635978961496 -34.56100332584707, -58.44663088340875 -34.56088317189315, -58.44669383180441 -34.56085587705394, -58.446727339598546 -34.56085491333306, -58.4467507753865 -34.56080088559227, -58.44675277304004 -34.56084799065174, -58.446794913480474 -34.560829718272316, -58.44679617902397 -34.560859560027126, -58.44684949560722 -34.560858026583844, -58.44686414062094 -34.560880932434074, -58.44686655285595 -34.56093781334684, -58.44683038005909 -34.56095349809563, -58.446815077828546 -34.56098878197571, -58.4468725248153 -34.561078632999624, -58.4468736355571 -34.561104824423055, -58.44684440814314 -34.56111749758554, -58.44678491807018 -34.56110000018097, -58.446786812881825 -34.561144680048386, -58.446763108884085 -34.56115495822344, -58.4467660744942 -34.56122488757964, -58.446720155117575 -34.56122620826537, -58.44671045453266 -34.56124857580053, -58.44666550519593 -34.5612498685866))",-1.0,Argentina,210321300
447388,"POLYGON ((-58.45082040784816 -34.56511700818231, -58.450824752943824 -34.565073124905524, -58.45086205586993 -34.565075629582225, -58.45085771077427 -34.56511951285775, -58.45082040784816 -34.56511700818231))",-1.0,Argentina,210321300
447565,"POLYGON ((-58.4749840123763 -34.56136063988279, -58.47494136754302 -34.56135003393472, -58.47487842307758 -34.5613178214672, -58.47487002434815 -34.56131573218306, -58.47471884721836 -34.56123836570328, -58.47470588670543 -34.56123514161801, -58.47473606849328 -34.56119514467518, -58.47473860551149 -34.56118822814683, -58.47480123623824 -34.56110522976147, -58.47481196314997 -34.56107598555693, -58.47494714927761 -34.56110961480918, -58.47493679200671 -34.56113785127049, -58.47497495509992 -34.56115738166358, -58.47506732088134 -34.56118035347056, -58.47510536521418 -34.56119982307675, -58.4749840123763 -34.56136063988279))",-1.0,Argentina,210321300
450552,"POLYGON ((-58.45328371099033 -34.55639836158467, -58.45327923699403 -34.55636564178003, -58.45332426354494 -34.55636146585148, -58.453328737541256 -34.55639418565774, -58.45328371099033 -34.55639836158467))",-1.0,Argentina,210321300
450760,"POLYGON ((-58.46210297617175 -34.56179392217582, -58.46192569890741 -34.56170368964308, -58.46230303423823 -34.56120098480663, -58.46276834816793 -34.56143785345282, -58.46229514518861 -34.56163891735982, -58.46236509394892 -34.56175056205244, -58.46308998662692 -34.56144255542866, -58.46241109475408 -34.56234700403071, -58.46290924940399 -34.5623841284539, -58.4628713195483 -34.56272928932135, -58.46264564339991 -34.56282516466288, -58.46245467987831 -34.56252033144955, -58.46226054413103 -34.5625058637238, -58.462589592641 -34.5630311200571, -58.46211571099525 -34.56366243430129, -58.46131224484598 -34.56325348566338, -58.46084579965159 -34.56351399047327, -58.46070868169871 -34.56344419221783, -58.46077166587201 -34.56287104174243, -58.4604273323768 -34.56269576142512, -58.46105511580767 -34.56185940551065, -58.46125718640487 -34.56187446468822, -58.46116282670562 -34.56172385806772, -58.46210297617175 -34.56179392217582))",-1.0,Argentina,210321300
453732,"POLYGON ((-58.44152963324375 -34.56531621863407, -58.44138387449622 -34.56541335603811, -58.44128824994026 -34.56531606214728, -58.4412927259804 -34.56527089527519, -58.44119999193334 -34.56533269569248, -58.44111542086477 -34.56524664817405, -58.44110657652813 -34.56533589470041, -58.44128444343689 -34.56551686652919, -58.44125089725024 -34.56585537313872, -58.44113870524529 -34.56593014032154, -58.44109891347805 -34.56592746626755, -58.44109417538761 -34.56597527706134, -58.44104684251889 -34.56600682067331, -58.44099201155456 -34.56602308266031, -58.44078325871277 -34.56581066862471, -58.44080711694592 -34.56556992086732, -58.4407850237035 -34.56556843616879, -58.440732494292 -34.56560344606336, -58.44063888995568 -34.56550819964193, -58.44064584731375 -34.56543799441258, -58.44060025958238 -34.56533376211502, -58.44080451578289 -34.56519762855903, -58.44091835554405 -34.56520527223192, -58.44092276433474 -34.56516078390196, -58.44105487144157 -34.56507273642832, -58.44106916779558 -34.56492847412308, -58.44126042519979 -34.5648010034465, -58.44152963324375 -34.56531621863407))",-1.0,Argentina,210321300
455480,"POLYGON ((-58.47196147957956 -34.56633085476746, -58.47204429291822 -34.56637337118715, -58.47210606653648 -34.56637637246828, -58.47213196958229 -34.56638967110321, -58.47209868239676 -34.56643363696834, -58.47209812167707 -34.56644146291463, -58.4720550582332 -34.56649834126615, -58.47189926634312 -34.56654469151702, -58.47185611859803 -34.56660168114311, -58.47179425023768 -34.56661870730731, -58.47175725459543 -34.56661691200559, -58.47173480393768 -34.56662309171665, -58.47163168559435 -34.56657015085055, -58.47163587359986 -34.56651162964944, -58.47160038627646 -34.56650990754024, -58.47152210452531 -34.56646971770692, -58.47152469591993 -34.5664335497043, -58.47157307306021 -34.5664202335045, -58.47157989459854 -34.5664205645367, -58.47162769773837 -34.56640740633311, -58.47165304773345 -34.56637392393652, -58.47167337781483 -34.56636832791318, -58.47170084030951 -34.5663320552992, -58.47174361151874 -34.56632028216308, -58.47196147957956 -34.56633085476746))",-1.0,Argentina,210321300
456315,"POLYGON ((-58.44817067370446 -34.55313519771748, -58.44822489330991 -34.55315452188258, -58.44818383300155 -34.55323266859797, -58.44812961339611 -34.55321334445105, -58.44817067370446 -34.55313519771748))",-1.0,Argentina,210321300
