,geometry,meanHeight,RegionName,quadkey
127894,"POLYGON ((-58.44507077102673 -34.55320322072009, -58.44493477627825 -34.55337944904825, -58.44504749443881 -34.55343845167283, -58.44499771064697 -34.5535029636896, -58.4448743094986 -34.55343836907421, -58.44491073380608 -34.55339116363211, -58.44485341767115 -34.55336116133519, -58.44500275733179 -34.55316761867273, -58.44507077102673 -34.55320322072009))",-1.0,Argentina,210321300
128006,"POLYGON ((-58.4736275812507 -34.551623839012635, -58.47365538796917 -34.551587436243864, -58.47369696730077 -34.551608978628735, -58.473669162798664 -34.55164538253641, -58.4736275812507 -34.551623839012635))",-1.0,Argentina,210321300
128967,"POLYGON ((-58.44654388318197 -34.56505912319577, -58.44661695124565 -34.56508678686123, -58.44660740881672 -34.56510387856281, -58.44665390791059 -34.56512148049285, -58.4466325296528 -34.56515977164563, -58.44665024359331 -34.56516647713872, -58.44660786763743 -34.56524237775565, -58.44655915559496 -34.56522393534755, -58.44651092716423 -34.56531031841094, -58.44642235746164 -34.56527679099813, -58.44654388318197 -34.56505912319577))",-1.0,Argentina,210321300
130572,"POLYGON ((-58.46040658538251 -34.55272237325492, -58.46007108355173 -34.55253598023344, -58.46007978791538 -34.55252535248334, -58.45992678433322 -34.55244034892294, -58.45989072339808 -34.55248437820954, -58.45966513710168 -34.55235905008203, -58.46017500046977 -34.55173658416045, -58.46025676391318 -34.55178200952984, -58.46047312952403 -34.55151783123074, -58.46089711535414 -34.55175338566414, -58.46086478486057 -34.55179286052393, -58.46092930444341 -34.55182870568834, -58.46098153062533 -34.55176493862527, -58.46112531712426 -34.55184482214018, -58.46040658538251 -34.55272237325492))",-1.0,Argentina,210321300
131716,"POLYGON ((-58.45145802179103 -34.56660526191925, -58.45140958580736 -34.56659048911783, -58.45100557857565 -34.56676323551459, -58.45091532538665 -34.56673570866565, -58.45085883915532 -34.56686131790157, -58.45076036986512 -34.56690342153665, -58.45065287789092 -34.566732951796, -58.45096342164085 -34.56643924076545, -58.4509262269281 -34.56641257356733, -58.45078357910091 -34.56642127993425, -58.4507800666314 -34.56641570954027, -58.45049908922122 -34.5665358508366, -58.45038390765149 -34.56635318547305, -58.45097755165347 -34.56609935234852, -58.45104339842025 -34.56620377848195, -58.4509513089475 -34.56633807163487, -58.45108698301786 -34.56637945185901, -58.45115469110313 -34.56635050096227, -58.45107900035732 -34.56623046350106, -58.451389554337 -34.56609767525474, -58.45122948423974 -34.56584382015306, -58.45126447671686 -34.5658107267671, -58.45159325894676 -34.56591100505742, -58.45149514690841 -34.56612913900732, -58.4515580202479 -34.56617421695535, -58.45164744296817 -34.56597540222603, -58.45172000167971 -34.5659709736543, -58.45176340195044 -34.56645361727188, -58.45170276696309 -34.56647954728771, -58.45159797635548 -34.56631336075677, -58.45158725070907 -34.56631794687475, -58.45145802179103 -34.56660526191925))",-1.0,Argentina,210321300
132042,"POLYGON ((-58.46831665236329 -34.55775380508125, -58.46833218103536 -34.55771277090744, -58.468371296969174 -34.55772281076764, -58.46835576907482 -34.55776384288144, -58.46831665236329 -34.55775380508125))",-1.0,Argentina,210321300
132513,"POLYGON ((-58.46625197638137 -34.55439436765042, -58.46579831369523 -34.55415519941513, -58.46579625786868 -34.55414510264595, -58.46581538655981 -34.55412049121169, -58.46580159431401 -34.5540527533813, -58.46586081996471 -34.55400997725781, -58.46576327183388 -34.55391836541321, -58.46581898648477 -34.55384668138711, -58.46599326191544 -34.55382261202847, -58.46619521813183 -34.55356276892637, -58.4663881104568 -34.55353612827803, -58.4664047121733 -34.55354488068019, -58.46647775972599 -34.55353479197198, -58.46660873028279 -34.55360383944603, -58.4666127612896 -34.55362363703451, -58.46695229790454 -34.55380263990095, -58.46696510440233 -34.55386553661991, -58.46701017504181 -34.55388929510504, -58.46702070130183 -34.55394099281226, -58.46692458373614 -34.55401041441523, -58.46689537708215 -34.5539829873302, -58.46685862403878 -34.55398806332157, -58.46687340070183 -34.55406063597283, -58.46681582991226 -34.55410221683672, -58.46676666825533 -34.55410900658154, -58.4666973533906 -34.55415906964575, -58.46664646897013 -34.55422453871908, -58.46644900831829 -34.55436715554596, -58.46625197638137 -34.55439436765042))",-1.0,Argentina,210321300
133407,"POLYGON ((-58.45200090858501 -34.55363392470319, -58.45132997140139 -34.55458048163469, -58.45116072841977 -34.55449911119777, -58.45115916390503 -34.55441542802239, -58.45110232655939 -34.55438809783861, -58.45110065959731 -34.55429893481056, -58.45107357883995 -34.55428591303691, -58.45107594877858 -34.5542825699398, -58.45096498062761 -34.55428397715406, -58.45091681986487 -34.55435191395156, -58.45074335688101 -34.55426850434829, -58.45073952836583 -34.55406372300546, -58.45086049864454 -34.5540621889477, -58.45090733323011 -34.55399611473946, -58.45121904946576 -34.55414600379189, -58.45124541782759 -34.55414566940767, -58.45128462448245 -34.5540903633697, -58.45113259404066 -34.55401726813342, -58.45133230956258 -34.55373554284066, -58.45098778811027 -34.55356989839423, -58.45098915565993 -34.55364304699727, -58.45102537845271 -34.55364258764365, -58.45081995189483 -34.55393236942155, -58.45079017995187 -34.55393274696843, -58.45071288378782 -34.55404178333782, -58.4506288695251 -34.55400138497463, -58.45058169300315 -34.55406793360365, -58.45051248185383 -34.55406881128943, -58.45043640914744 -34.55417613450248, -58.45033300461159 -34.55412641237967, -58.45033095508668 -34.55401678634459, -58.45095790270718 -34.5531323901746, -58.45200090858501 -34.55363392470319))",-1.0,Argentina,210321300
135417,"POLYGON ((-58.47317095378015 -34.56298301698008, -58.47327105879017 -34.56285323980238, -58.47352715197589 -34.56298718858204, -58.47342703885369 -34.56311697606745, -58.47317095378015 -34.56298301698008))",-1.0,Argentina,210321300
136609,"POLYGON ((-58.45656984307221 -34.551297438251964, -58.45632861725703 -34.551346468122446, -58.456307085449254 -34.55137056084986, -58.45620177238654 -34.55133899335851, -58.45621527671736 -34.551384063413934, -58.45615551823369 -34.55139620605034, -58.45600880840725 -34.55130727277637, -58.456046610754996 -34.55122172410532, -58.456093869374314 -34.55121212136123, -58.45610751536577 -34.55122039415457, -58.45618008276768 -34.55120564877629, -58.45611426070642 -34.551165748360404, -58.45615343966152 -34.55107708420314, -58.45639395283476 -34.55114917800975, -58.45651151677004 -34.551017618477374, -58.456543583741244 -34.55112467118788, -58.45659875878012 -34.55115812072552, -58.45663093462517 -34.55108531899688, -58.45673000691872 -34.5510651879073, -58.456617995390246 -34.551318676019406, -58.45669227784697 -34.551235550675784, -58.456754102674765 -34.5510956377217, -58.45689898287023 -34.55106619865367, -58.45710535058414 -34.55119130786626, -58.457133705384074 -34.55128596763494, -58.457042562021854 -34.551387951303795, -58.45705138818314 -34.55141740817854, -58.45692977946462 -34.55144211847325, -58.4568944201553 -34.55148168324894, -58.456650676080756 -34.55140860722106, -58.45667234155361 -34.55135957720418, -58.45656984307221 -34.551297438251964))",-1.0,Argentina,210321300
137308,"POLYGON ((-58.44786153181867 -34.56277091555452, -58.4477734227398 -34.56272976126715, -58.44770320992953 -34.56283170361698, -58.4474535989747 -34.56271511451816, -58.44742656938904 -34.56275435893795, -58.4473623055829 -34.56274064703075, -58.44722144382094 -34.56263938449389, -58.44716021707693 -34.56272828003021, -58.44711641387047 -34.56270782027207, -58.44675685494969 -34.5632299290121, -58.44663934354666 -34.56320485585745, -58.4467079628096 -34.5629867608592, -58.44663312828877 -34.56295181130267, -58.44653839978911 -34.56325289017546, -58.44642586977588 -34.5632003295763, -58.44782812041369 -34.56116412856461, -58.44817506148384 -34.56132616191208, -58.44821146908949 -34.56144758235534, -58.44822075965247 -34.56146067888591, -58.44824661412179 -34.56137850306759, -58.44840661375997 -34.56160402096286, -58.44830924188118 -34.56174539758767, -58.44828785640347 -34.56155996642777, -58.44816792271369 -34.56150395348526, -58.44806349994334 -34.56183593938792, -58.44821927275808 -34.56190869905053, -58.44836045951447 -34.56170368155345, -58.4486099309483 -34.56168416958083, -58.44786153181867 -34.56277091555452))",-1.0,Argentina,210321300
138582,"POLYGON ((-58.44613462380229 -34.55345013342259, -58.44615401778193 -34.553408517835265, -58.44621947647507 -34.55342921012196, -58.44620008096284 -34.55347082898753, -58.44613462380229 -34.55345013342259))",-1.0,Argentina,210321300
139452,"POLYGON ((-58.44680664441275 -34.55367070424298, -58.44669937649562 -34.55362435507503, -58.44672475614652 -34.55358451302369, -58.44683202406365 -34.55363086221386, -58.44680664441275 -34.55367070424298))",-1.0,Argentina,210321300
140323,"POLYGON ((-58.44662957359576 -34.560747627001135, -58.44647355849192 -34.56084561633125, -58.44643395415819 -34.56080285180228, -58.44641360504877 -34.56081563375881, -58.44636704620669 -34.560765359771835, -58.44654340515489 -34.560654582682616, -58.44662957359576 -34.560747627001135))",-1.0,Argentina,210321300
140747,"POLYGON ((-58.46150558293105 -34.55801068499194, -58.46135641735135 -34.55792459497364, -58.46102145476552 -34.55783193701416, -58.46104350337734 -34.55777713245408, -58.46080070306021 -34.55763700127054, -58.4608057754632 -34.55762439581996, -58.46105223887358 -34.55733473016312, -58.461105263143 -34.55733027316289, -58.46116409263843 -34.55718404419119, -58.46110755975933 -34.55715141626585, -58.46119278190817 -34.55705126518657, -58.46145107921392 -34.55705796491377, -58.46153331176367 -34.55708040830055, -58.46153062068377 -34.5571507773, -58.46151879314063 -34.55716467813137, -58.46155022575939 -34.55718281763984, -58.46156589340308 -34.55716440540685, -58.46160635614747 -34.55717544872151, -58.46162967291431 -34.55718890463652, -58.46162743645883 -34.55724725592856, -58.46167606168059 -34.55727531711879, -58.4616753281307 -34.5572944986623, -58.46173950938121 -34.55729616709304, -58.46176116527932 -34.5572707151011, -58.46182701419011 -34.55728868692414, -58.46182487341485 -34.55734454175997, -58.46200435459919 -34.55742454451664, -58.46150558293105 -34.55801068499194))",-1.0,Argentina,210321300
142074,"POLYGON ((-58.45721330642781 -34.5575165473637, -58.45717459766416 -34.55755508902374, -58.45713955864071 -34.5575312229263, -58.45717826860876 -34.55749268005601, -58.45721330642781 -34.5575165473637))",-1.0,Argentina,210321300
142913,"POLYGON ((-58.47318289415615 -34.56392343138072, -58.47320556140603 -34.56389671281838, -58.47315049783183 -34.56386503702201, -58.47324561677148 -34.56375290612618, -58.47337458585113 -34.56382710421678, -58.47325679749504 -34.56396594488172, -58.47318289415615 -34.56392343138072))",-1.0,Argentina,210321300
147020,"POLYGON ((-58.4554843280023 -34.56420385241702, -58.4553964140756 -34.56432198831918, -58.45534961608085 -34.56429837158484, -58.4553185473393 -34.56434012073039, -58.45538484449857 -34.56437357775194, -58.45530358778993 -34.56448276768192, -58.45521870815536 -34.56443993302319, -58.45521938229828 -34.56443902703015, -58.45497367750411 -34.56431504570365, -58.45517322407332 -34.56404687056146, -58.4554843280023 -34.56420385241702))",-1.0,Argentina,210321300
147502,"POLYGON ((-58.44769416819627 -34.55898122617674, -58.44772070492762 -34.55894672701777, -58.44772245748302 -34.5589389304432, -58.44785714571261 -34.55878123983736, -58.4478835812122 -34.55878527005879, -58.44793211102989 -34.55872218553087, -58.44793986209901 -34.55868770333365, -58.44800211621789 -34.55860677830827, -58.44800765565362 -34.55858214428984, -58.448092883158 -34.5584713556695, -58.44820590798334 -34.55853032627265, -58.44819585583011 -34.55857504538932, -58.44831753320398 -34.55859298444022, -58.44837546585794 -34.5586232107125, -58.44836318350552 -34.55867785127469, -58.44820389505383 -34.55888491229227, -58.44809594734318 -34.55882859091021, -58.4480748320301 -34.55886091792379, -58.44820966212419 -34.55893125730103, -58.44817960551669 -34.5590649697215, -58.44812971264246 -34.55912983300162, -58.44809949187527 -34.55912522571671, -58.44804229372397 -34.55919957795652, -58.44783322411525 -34.5590905089674, -58.44784061400969 -34.55905763367468, -58.44769416819627 -34.55898122617674))",-1.0,Argentina,210321300
148365,"POLYGON ((-58.44222589179184 -34.55331760748574, -58.44215884343656 -34.55327568547382, -58.44216466957603 -34.55326936486966, -58.44204896057661 -34.55319702438445, -58.44206962943103 -34.55317460134006, -58.44201245339556 -34.5531388552359, -58.44216938495022 -34.55296858874868, -58.442240180602 -34.55301285392206, -58.44214846565196 -34.55311235297484, -58.44231760137781 -34.55321810532453, -58.44222589179184 -34.55331760748574))",-1.0,Argentina,210321300
150291,"POLYGON ((-58.4526312858961 -34.55571417433286, -58.45269009367656 -34.55566157034308, -58.45273509490768 -34.55569569333954, -58.4526762871272 -34.55574829730774, -58.4526312858961 -34.55571417433286))",-1.0,Argentina,210321300
150866,"POLYGON ((-58.47855982469159 -34.55457409072186, -58.47843583256761 -34.55452070877871, -58.47819043141928 -34.55429840396789, -58.47816701391527 -34.55430370070854, -58.47814120525899 -34.55434435689692, -58.47803798965431 -34.55429991373414, -58.47866032726304 -34.55331954376865, -58.47871582784111 -34.55330699009698, -58.47905556217398 -34.55345325691366, -58.47883309686806 -34.55380370782066, -58.47874473480134 -34.55376566522644, -58.47866799095873 -34.55382312903963, -58.47867025561562 -34.5538299204172, -58.47888595687329 -34.55392279879064, -58.47878394547384 -34.5539991821468, -58.47881640756266 -34.55402858688832, -58.47880368240006 -34.55404863281315, -58.47858550687355 -34.55395468919073, -58.47855253134914 -34.55400664246362, -58.47848582810312 -34.55402172993882, -58.47846612898198 -34.5540038847482, -58.47833892562048 -34.55409913838773, -58.47831800667927 -34.55410386999667, -58.47825927858449 -34.55419638413029, -58.4783498555437 -34.554235385323, -58.47838840040487 -34.55417466579688, -58.47846151988799 -34.55420615005012, -58.47856640774951 -34.55412760702593, -58.4788292315469 -34.55424077538082, -58.47881482675741 -34.55426346716047, -58.47881981043366 -34.55427841240302, -58.4787353716308 -34.55429751625311, -58.47855982469159 -34.55457409072186))",-1.0,Argentina,210321300
153255,"POLYGON ((-58.47356917771356 -34.55585916079914, -58.47368904428766 -34.55576544407704, -58.473918615149 -34.55585766266073, -58.47330379035886 -34.55633835685377, -58.47317556186989 -34.55622712315731, -58.47315280626621 -34.5562655515352, -58.47324843190704 -34.55634850338531, -58.47280622300788 -34.55669423792885, -58.47247701338256 -34.55656199576528, -58.47310477076721 -34.55550202394937, -58.47365078869581 -34.55572135980375, -58.47356917771356 -34.55585916079914))",-1.0,Argentina,210321300
153327,"POLYGON ((-58.47788303931112 -34.55273112807782, -58.47824959385701 -34.55224509961903, -58.47826653023196 -34.55218707843468, -58.47831540607432 -34.5521222718573, -58.4783582688482 -34.55213075892117, -58.47840535924506 -34.55206831266506, -58.47860787604353 -34.55217191747161, -58.47851891253577 -34.55228987789719, -58.47845891340585 -34.55225918322515, -58.47837764221956 -34.55236694397446, -58.47834095031953 -34.55249264395663, -58.47836555788371 -34.55250523279045, -58.47830184595754 -34.55258972028905, -58.47836169522242 -34.55265126532012, -58.4784186832708 -34.55257570283729, -58.47861238134264 -34.55261405589995, -58.47870370528994 -34.55249296613862, -58.47881338974027 -34.55251468416172, -58.47866331951716 -34.55271366761332, -58.4786369671164 -34.55270018770194, -58.47865839889054 -34.55267176737185, -58.47860238898954 -34.5526606771768, -58.47855310788158 -34.55272602805364, -58.47863298871219 -34.55274184477989, -58.47862217438352 -34.55277889261657, -58.47843770004855 -34.55302349286112, -58.47820735465737 -34.55297788369194, -58.47820121074839 -34.5528938988511, -58.47788303931112 -34.55273112807782))",-1.0,Argentina,210321300
156788,"POLYGON ((-58.47117999007099 -34.55322396903011, -58.470898095698 -34.55308640345845, -58.47086178313591 -34.55297592972178, -58.47096033012755 -34.55295395172121, -58.47106937057303 -34.55280238677544, -58.47127584024085 -34.55290313325669, -58.47132240997664 -34.55283840186206, -58.47114252169345 -34.55275061528607, -58.47111124148115 -34.55279409960748, -58.47105565178756 -34.5527669746988, -58.47108340512817 -34.55272839326173, -58.47096655204608 -34.55267136818229, -58.47093656941422 -34.55258017512931, -58.47087623531828 -34.55259362745358, -58.47078067354671 -34.55272645754826, -58.47096926985817 -34.55281849371934, -58.4708292907013 -34.55301306302466, -58.47054937407061 -34.55287646225358, -58.47089775047527 -34.55239222170059, -58.47092769986938 -34.55238554405153, -58.47106201759774 -34.55219882060716, -58.47120098756645 -34.55226663925478, -58.47106620102353 -34.55245401427402, -58.47138830469086 -34.55261118474995, -58.47134488220827 -34.55247907972475, -58.47139943745877 -34.55240324816539, -58.47157215197558 -34.55248753425346, -58.47148169606429 -34.55261326740901, -58.47171441728143 -34.5525613789832, -58.47175641047184 -34.55258187197035, -58.47131633705979 -34.55319356880337, -58.47117999007099 -34.55322396903011))",-1.0,Argentina,210321300
159900,"POLYGON ((-58.44686528217499 -34.5523092741041, -58.44692156647469 -34.55232572654489, -58.44687844826768 -34.5524257862274, -58.44680698389219 -34.55240489652941, -58.44677654751077 -34.55247552683883, -58.44663123661394 -34.55243305113945, -58.44666590027056 -34.55235261101905, -58.44664446095792 -34.55234634410466, -58.44667067006414 -34.55228552346959, -58.44672545941867 -34.55230153892815, -58.44683674847994 -34.5520432820078, -58.44696387494438 -34.55208043507916, -58.44686528217499 -34.5523092741041))",-1.0,Argentina,210321300
160481,"POLYGON ((-58.47666143844643 -34.55357189581386, -58.47681517373787 -34.55333460708958, -58.47695922999731 -34.55339791514972, -58.47693026537718 -34.55344262173865, -58.47700960070847 -34.55347748700781, -58.47697729401679 -34.55352735200013, -58.47704201494494 -34.5535557946918, -58.47694955096531 -34.55369851152479, -58.47666143844643 -34.55357189581386))",-1.0,Argentina,210321300
163562,"POLYGON ((-58.44747324455279 -34.56571611926816, -58.44731741925354 -34.56562797217231, -58.4473466599163 -34.56559291960374, -58.44734576083263 -34.56559241106235, -58.44760737876577 -34.56527876104968, -58.44772036832164 -34.56534267063165, -58.44767280142469 -34.56539969795087, -58.44771653931731 -34.56542443711375, -58.44747324455279 -34.56571611926816))",-1.0,Argentina,210321300
164537,"POLYGON ((-58.45612365760496 -34.56581880271199, -58.4557742955574 -34.56563641839745, -58.45584053497666 -34.56555037704501, -58.45595333009029 -34.56548572599054, -58.45601420793467 -34.56540665761722, -58.45615675438833 -34.56532495376399, -58.45610664074606 -34.56529878893842, -58.45631099589184 -34.5650333415103, -58.45638318851096 -34.56499196243666, -58.45636909716143 -34.56497529096211, -58.45647194626535 -34.56484169454799, -58.45651086453344 -34.56481938748354, -58.45691435777112 -34.56503003299756, -58.45689024185584 -34.56506135844782, -58.45681343454346 -34.56510538251523, -58.45677215610566 -34.56515900122677, -58.4567472528427 -34.56519103420767, -58.45669488619439 -34.5652210464236, -58.45665411433636 -34.56527400703887, -58.45664212872757 -34.56528087687983, -58.45654290167176 -34.56540975350946, -58.45653090555184 -34.56541662867247, -58.45646881763601 -34.56549727758328, -58.4564039884304 -34.56553443590053, -58.45640217710287 -34.56553678845698, -58.45633739947078 -34.56557391346264, -58.45632398884214 -34.56559133313191, -58.45629038564297 -34.56561059354156, -58.45613517780947 -34.56581219967147, -58.45612365760496 -34.56581880271199))",-1.0,Argentina,210321300
164855,"POLYGON ((-58.47450133365787 -34.56522699677974, -58.47444270171972 -34.56528363528147, -58.47428062163305 -34.56532828710542, -58.47424420714049 -34.56530272671462, -58.47421032427842 -34.56521930716863, -58.47418119184911 -34.56519885824353, -58.47401501296651 -34.56524463930073, -58.47380385644294 -34.56544863320501, -58.47365161486528 -34.56534177051877, -58.47389996685691 -34.56510184249001, -58.47408007287123 -34.56505222452435, -58.47408900779354 -34.56504359265163, -58.4738420036012 -34.56487021248162, -58.47376122855331 -34.56494824797764, -58.47364471714181 -34.56486646482985, -58.47376389344198 -34.56475133035255, -58.47378121294555 -34.56476348749713, -58.47388840973629 -34.56473395540347, -58.47387389754348 -34.5646982336513, -58.47392024883085 -34.56465345795661, -58.47408410563788 -34.56476847464846, -58.47402985215331 -34.56482088815385, -58.47411565858243 -34.56479724899783, -58.47416016787173 -34.56482849155061, -58.47417187109765 -34.5648572989889, -58.47416302972434 -34.56486584050472, -58.47443333619898 -34.56505557728588, -58.47435918205668 -34.56512721627281, -58.47450133365787 -34.56522699677974))",-1.0,Argentina,210321300
164996,"POLYGON ((-58.47632659500627 -34.56198862041479, -58.47630226883126 -34.56205903375493, -58.47616481719151 -34.56202682980364, -58.47618915143505 -34.56195641040487, -58.47632659500627 -34.56198862041479))",-1.0,Argentina,210321300
165931,"POLYGON ((-58.45154506398166 -34.56202951238147, -58.4513951170145 -34.56222927753952, -58.45136018589059 -34.56221149398593, -58.45154252140265 -34.56196857943876, -58.45152623661681 -34.56196028877355, -58.45156462618492 -34.56190915037426, -58.45163836736026 -34.56194669238869, -58.45159397942216 -34.56200582113334, -58.45162579195175 -34.56202201704021, -58.45159940128553 -34.56205717574601, -58.45154506398166 -34.56202951238147))",-1.0,Argentina,210321300
166854,"POLYGON ((-58.45996737119 -34.55816436402442, -58.459441279751 -34.55795716288802, -58.45946320292678 -34.55791940957702, -58.45939334846184 -34.55789189734165, -58.45937246924683 -34.55792785288818, -58.45913452747566 -34.55783413930861, -58.45928798970611 -34.55756986538111, -58.45959360299017 -34.55769023180973, -58.45967857501546 -34.55754390320678, -58.45976152945232 -34.55757657023052, -58.45986759998476 -34.55739390802653, -58.46005969976332 -34.55746956710486, -58.4601693156422 -34.55728079927219, -58.46007763165697 -34.55724468918416, -58.46014862098806 -34.55712243925855, -58.46038001390315 -34.55721357434641, -58.46035078300211 -34.55726391251768, -58.46044464993936 -34.55730088236098, -58.46047283687964 -34.55725234200361, -58.46049248344791 -34.55726007988024, -58.45996737119 -34.55816436402442))",-1.0,Argentina,210321300
167026,"POLYGON ((-58.44378559606422 -34.56070875135021, -58.44355967560022 -34.56047042388788, -58.44356026979402 -34.56045216900034, -58.44350744803533 -34.56042690246584, -58.44350848085043 -34.56039517218652, -58.44347520922375 -34.56039443770629, -58.44335579655186 -34.56056376490352, -58.44315893134537 -34.56035608801851, -58.4432583242642 -34.56021514850804, -58.44330685973576 -34.56021621994408, -58.44336660936416 -34.56013150485494, -58.44339152067877 -34.56011548808529, -58.44339572737297 -34.55998624892202, -58.44349163538704 -34.55998836612794, -58.4436734192094 -34.56018013423746, -58.44380238398553 -34.56018298117728, -58.44379824183824 -34.56031023701388, -58.44377731517383 -34.56032369060883, -58.44380859945657 -34.56035669304664, -58.44391713845965 -34.56040861116547, -58.4439917822145 -34.56041025894639, -58.44399102168374 -34.56043356322155, -58.44415755447307 -34.56043724907498, -58.44422721983665 -34.56051073380357, -58.44421798815395 -34.56079361134914, -58.44412765692655 -34.56085168426185, -58.44408731511204 -34.56083238742396, -58.44398661713475 -34.56097515924519, -58.44392573800613 -34.56094604227407, -58.44368906425681 -34.56128164314602, -58.44366469493791 -34.56129730981444, -58.44344470088136 -34.56119207981541, -58.44378559606422 -34.56070875135021))",-1.0,Argentina,210321300
167617,"POLYGON ((-58.47227756537193 -34.56706915471385, -58.47206224261787 -34.56725124382962, -58.47200562109618 -34.56726147418084, -58.47195152203273 -34.56721809804472, -58.47190871960594 -34.56720314655807, -58.4718163079766 -34.5672813006059, -58.47177466709336 -34.56726675487378, -58.47178965044771 -34.56732298714803, -58.47166396349802 -34.56742927487505, -58.47172116651091 -34.56747513961241, -58.47168474516567 -34.56754584047549, -58.47156027473091 -34.56750236854833, -58.47143936843332 -34.56760462062697, -58.47135342869036 -34.567574600809, -58.47143346386345 -34.56741923706014, -58.47146837179325 -34.56743143085706, -58.47157082906118 -34.56741291896066, -58.47165214308841 -34.56725507239929, -58.47164644865361 -34.56725050632588, -58.47173026537185 -34.56708780122523, -58.47184762292303 -34.56712879591051, -58.4718779090012 -34.56710318427392, -58.4719016440831 -34.56705710965892, -58.47185877656772 -34.56704213540695, -58.47182518173866 -34.56701519931072, -58.47187080464361 -34.56697661514895, -58.47191668072873 -34.56696832625013, -58.4719451907346 -34.56694421651535, -58.47206014246979 -34.56698437088393, -58.47204347287327 -34.56698738274902, -58.47227756537193 -34.56706915471385))",-1.0,Argentina,210321300
167774,"POLYGON ((-58.45278330383004 -34.55723584372102, -58.4528353559833 -34.55698926566777, -58.45297594599577 -34.55700939507936, -58.45292389384251 -34.55725597307297, -58.45278330383004 -34.55723584372102))",-1.0,Argentina,210321300
168926,"POLYGON ((-58.44726848277531 -34.55200146572916, -58.44726675147004 -34.55190800882438, -58.44728401775322 -34.55190779185074, -58.44733795478135 -34.55192770581363, -58.44726590853162 -34.5520600748101, -58.44726643032187 -34.55208837112318, -58.44729900886815 -34.55208796360962, -58.44728340006274 -34.55211664128845, -58.44720031060061 -34.55208595930233, -58.44719973061911 -34.5520546515946, -58.44704474841946 -34.55199397074247, -58.44704412160161 -34.55195997881924, -58.44706586485803 -34.55192003038466, -58.44726848277531 -34.55200146572916))",-1.0,Argentina,210321300
169481,"POLYGON ((-58.44598160592254 -34.56749222103653, -58.44585454264818 -34.56728945769001, -58.4458227700559 -34.56730295875836, -58.44580909016462 -34.567281128817, -58.44562536323157 -34.56711591478279, -58.44568164454252 -34.56707347461956, -58.44563276798714 -34.5669954787041, -58.44580535982033 -34.56686533177049, -58.44586389669837 -34.56691797048434, -58.44591125724493 -34.56689784829122, -58.44596886706829 -34.56694965334025, -58.44590044415779 -34.56700124921822, -58.44594226563691 -34.56706799588217, -58.44588200908936 -34.56709359717807, -58.44590596133366 -34.56713181950062, -58.44584767396721 -34.56717577234299, -58.44589638242452 -34.56725349984356, -58.44594347084804 -34.56729584345189, -58.44597394078084 -34.56728289591913, -58.44608132684711 -34.56720192542139, -58.44611191522778 -34.56718892754211, -58.44620291992348 -34.56733416973329, -58.44603956246576 -34.56745735257942, -58.44601272534923 -34.56746875485567, -58.44598160592254 -34.56749222103653))",-1.0,Argentina,210321300
170737,"POLYGON ((-58.47799253516164 -34.56310096743697, -58.47809003368319 -34.56313262160181, -58.47801369268397 -34.56329208225972, -58.47791619183398 -34.56326043301911, -58.47799253516164 -34.56310096743697))",-1.0,Argentina,210321300
174916,"POLYGON ((-58.4569807391669 -34.55901387967843, -58.45657099281257 -34.55908236971825, -58.45654048297865 -34.55906538039365, -58.4563787808588 -34.55909240926265, -58.45629774145783 -34.55904728267302, -58.45647103467349 -34.5588362171785, -58.45695965875773 -34.55875454229763, -58.45709046515761 -34.55882738930099, -58.45709638832581 -34.55885142265389, -58.4571434012644 -34.55887760175685, -58.45708456813531 -34.55888743247738, -58.4569807391669 -34.55901387967843))",-1.0,Argentina,210321300
176997,"POLYGON ((-58.45950419751626 -34.56197774332915, -58.45941694217725 -34.56208754830536, -58.45932002643376 -34.562035320168675, -58.459407275238554 -34.56192551160224, -58.45950419751626 -34.56197774332915))",-1.0,Argentina,210321300
178294,"POLYGON ((-58.47054000431782 -34.56631950129, -58.47066881953711 -34.56637020784457, -58.47057384529863 -34.56653381551504, -58.4705170792698 -34.56651147030148, -58.47041166830182 -34.56669305650875, -58.47033961911137 -34.56666469532944, -58.47054000431782 -34.56631950129))",-1.0,Argentina,210321300
178859,"POLYGON ((-58.46178751992888 -34.55197190746647, -58.46047959106647 -34.55135963251188, -58.46127362893153 -34.55090196146989, -58.46180657151366 -34.55115141671928, -58.4617634717529 -34.55121387120181, -58.46161474931677 -34.55138956174525, -58.46127992361451 -34.5514876671524, -58.46127603503643 -34.55154273350728, -58.46157491156669 -34.55155706754707, -58.46142689524067 -34.55177155202152, -58.46179585117494 -34.55166344666821, -58.4617145464244 -34.551475215274, -58.46198835380515 -34.55107845021958, -58.46173291589937 -34.55095887227235, -58.46181885143346 -34.55083434541487, -58.4620897476414 -34.55084732202081, -58.46211314901046 -34.550901499779, -58.46231021663014 -34.55061593394979, -58.46219032854828 -34.55047483589225, -58.46206372176327 -34.55065829908676, -58.4615055001364 -34.55063155881167, -58.46144647102325 -34.550717096531, -58.46157355918626 -34.55079485599013, -58.46096931539758 -34.55076587634898, -58.46197276557519 -34.55018749876923, -58.46249183347741 -34.55043049169315, -58.46247577523165 -34.55065789599388, -58.46274970921845 -34.55057763133607, -58.46178751992888 -34.55197190746647))",-1.0,Argentina,210321300
